Oscar,Davis,oscar.davis30@protonmail.com,healthcare help complaint,"What kind of benefits will the union bring to CUPW? O’Bryan: “As we all know, a union gives the workers a voice and power. It’s important to have that and to use it. We do not want to go back to the bad old days where employees were siloed and didn’t have any input.” Miller: “There are millions of dollars in arbitrations every year. Those are good money. … In the absence of a contract, if there is a strike or lockout, the arbitrator may allow employees to be absent from work. The employer has been saying that employers can’t let"
Tasha,Richardson,tasha.richardson236@hotmail.com,help overtime union,"Will I need to pay union dues if I want to belong to this club? What if the union falls? What if a Republican becomes president? Even if these things do not happen, if I give up on trying to stop these things from happening, am I still entitled to a share of the gains they produce? Or, am I entitled to none of it? The New Testament tells us of a time when the promise of the resurrection was not true. The chief priests and scribes had bought and sold Jesus to the highest bidder. He was not a Messiah they could depend on."
Gilbert,Moreno,gilbert.moreno645@gmail.com,amazon overtime complaint,"Will I save in union dues if I’m with a team that has strong political voices and does things I agree with? Maybe. Or maybe not. But because I’m the one who has to pay for it, I’m quite confident that I’ll be supporting a political team that I believe in – it’s the most moral way to spend my money, and it’s also the only way to assure that I’m getting all of the benefit of political football without much of the risk. It also turns out that political football is like a lottery. The teams that pick up the most fans are the"
Tina,Griffin,tina.griffin256@gmail.com,union complaint safety,"Yesterday I got a union pamphlet in the mail. It went something like this: Hello, My name is Gail Andris, and I am your union steward. My job is to help you learn about the union and all that we do. I am your voice in the union, and my job is to make sure you get what you deserve! Please help me to do this by showing up at your medical appointments! In return, I will be giving you a little gift, as a token of my gratitude! Did I get nothing from the quote? Did it even go on to explain what the gift was? No, I didn't."
Catherine,Walters,catherine.walters316@aol.com,complaint worker healthcare,"How much would union dues be? That's not for you to decide, not if you're a conservative. If you're a liberal, you might be taking a hit in the wallet because unions help raise the public - sector minimum wage. Read it as an attack on unions as a whole. The part of the op - ed that angered me the most was its rhetoric about privatization of health care. Again, it's not my decision to make, whether or not to privatize. There are some real problems with Medicare and Medicaid, but fixing those isn't up to the individual"
Earnest,Coleman,earnest.coleman708@outlook.com,healthcare need safety,"What will Amazon do with our warehouse if we unionize? We still worry about what Amazon might do. We’ve had—over the years, we have had members whose identities were stolen from a file cabinet, with all their work history. And we’ve had union members who have had to go to court and prove that they are not union supporters, because they were fired for that. So, I mean, we have people whose careers have been destroyed by Amazon in this country. So, you know, we worry about what will happen, but we’ve been trying to organize there."
Claudia,Aguilar,claudia.aguilar360@gmail.com,union complaint healthcare,"What will Amazon do with our warehouse if we unionize? We still worry about what Amazon might do. We’ve had—over the years, we have had members whose identities were stolen from a file cabinet, with all their work history. And we’ve had union members who have had to go to court and prove that they are not union supporters, because they were fired for that. So, I mean, we have people whose careers have been destroyed by Amazon in this country. So, you know, we worry about what will happen, but we’ve been trying to organize there."
Alyssa,Watson,alyssa.watson544@outlook.com,due safety due,"What will Amazon do with our warehouse if we unionize? We still worry about what Amazon might do. We’ve had—over the years, we have had members whose identities were stolen from a file cabinet, with all their work history. And we’ve had union members who have had to go to court and prove that they are not union supporters, because they were fired for that. So, I mean, we have people whose careers have been destroyed by Amazon in this country. So, you know, we worry about what will happen, but we’ve been trying to organize there."
Victoria,Fernandez,victoria.fernandez464@apple.com,help overtime due,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Joann,Dawson,joann.dawson174@hotmail.com,amazon complaint due,"What kind of benefits will the union bring to CUPW? O’Bryan: “As we all know, a union gives the workers a voice and power. It’s important to have that and to use it. We do not want to go back to the bad old days where employees were siloed and didn’t have any input.” Miller: “There are millions of dollars in arbitrations every year. Those are good money. … In the absence of a contract, if there is a strike or lockout, the arbitrator may allow employees to be absent from work. The employer has been saying that employers can’t let"
Allen,Sanders,allen.sanders634@apple.com,amazon help complaint,"I've seen a lot of workers meeting after work, drinking too much, and sometimes being mean to each other. I've also seen too many families who don't have enough to eat. That just makes me sad for everyone. But this new policy just about kills me. While I want everyone to have a good working environment and good benefits, this is taking it a step too far. I think they are overreacting. All it would take is posting a policy that your employees aren't allowed to drink alcohol after work, or drink for hours on end."
Sherri,Ross,sherri.ross892@apple.com,union safety safety,"I've seen a lot of workers meeting after work, drinking too much, and sometimes being mean to each other. I've also seen too many families who don't have enough to eat. That just makes me sad for everyone. But this new policy just about kills me. While I want everyone to have a good working environment and good benefits, this is taking it a step too far. I think they are overreacting. All it would take is posting a policy that your employees aren't allowed to drink alcohol after work, or drink for hours on end."
Tom,Cole,tom.cole282@outlook.com,amazon safety safety,"How much would union dues be? That's not for you to decide, not if you're a conservative. If you're a liberal, you might be taking a hit in the wallet because unions help raise the public - sector minimum wage. Read it as an attack on unions as a whole. The part of the op - ed that angered me the most was its rhetoric about privatization of health care. Again, it's not my decision to make, whether or not to privatize. There are some real problems with Medicare and Medicaid, but fixing those isn't up to the individual"
Francis,Underwood,francis.underwood133@gmail.com,due help union,"I'm concerned that the union authorization card that they are giving us, will have the full weight of the California courts behind it and it will be hard to recover from any wrong doing. I'd like to be able to believe that one, but the class action suits that have recently come out against Kodak would be very hard for an employer like BAE to fight. I just hate the fact that I was so happy with this place, only to find out I'm not so happy with it after all. When you look up the definition of the word ""heart,"" you get a whole new meaning."
Karla,Santos,karla.santos112@protonmail.com,healthcare help help,"I've seen a lot of workers meeting after work, drinking too much, and sometimes being mean to each other. I've also seen too many families who don't have enough to eat. That just makes me sad for everyone. But this new policy just about kills me. While I want everyone to have a good working environment and good benefits, this is taking it a step too far. I think they are overreacting. All it would take is posting a policy that your employees aren't allowed to drink alcohol after work, or drink for hours on end."
Ryan,Lee,ryan.lee730@outlook.com,due complaint safety,"If I don't join the union, will amazon allow me to participate? If you can't join the union, does Amazon still offer you the same standard benefits? If you quit your job, does the contract say how long of a notice you have? (On my local library's website, the answer is the first question is something like 90 days.) What is the union's standard procedure for dealing with someone who's refused membership but still has a job with Amazon? If you are threatened with job loss, will the union help you avoid it? Is there any other pressure you"
Michelle,Pierce,michelle.pierce195@apple.com,complaint worker union,"My coworkers were telling me that I should get paid more to do what I'm doing now, and some of my friends think that the hours are too crazy. But you know what? After hearing that story, I feel really lucky that I get to work with these amazing people that I don't want to be anywhere else. I hope it lasts! My friends who are teachers. I have several friends who are teachers, and I am so impressed with them every single day. I really feel blessed that they take the time to invest in their students, especially those who aren't performing up to"
Randall,Young,randall.young31@outlook.com,complaint overtime due,"Did you see about the Google Union? As you know, the Alphabet conglomerate has a reputation for being a bit cheap. Every now and then, the unions come together to push for better working conditions for their workers. Most of these initiatives are unsuccessful but occasionally a fight is won. The only serious change that I know of so far has been an eight-hour day. Google workers came together at lunchtime today for a rally against overworking and unhealthy working conditions at Google."
Peter,Wagner,peter.wagner425@aol.com,healthcare overtime union,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Joshua,Carson,joshua.carson1@aol.com,healthcare overtime healthcare,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Geoffrey,Green,geoffrey.green626@apple.com,help overtime help,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Cecilia,Hughes,cecilia.hughes449@hotmail.com,union safety safety,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Gilberto,Harrington,gilberto.harrington688@gmail.com,help overtime help,"I'm concerned that the union authorization card that they are giving us, will have the full weight of the California courts behind it and it will be hard to recover from any wrong doing. I'd like to be able to believe that one, but the class action suits that have recently come out against Kodak would be very hard for an employer like BAE to fight. I just hate the fact that I was so happy with this place, only to find out I'm not so happy with it after all. When you look up the definition of the word ""heart,"" you get a whole new meaning."
Nancy,Cobb,nancy.cobb94@hotmail.com,amazon overtime healthcare,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Leticia,Guerrero,leticia.guerrero484@outlook.com,due complaint union,"I have been reading Karl Marx's Capital. My father told me that after I left home that he read Karl Marx's Capital when he was about 15 - 16 years old. He said that he hated Marx in college when the school forced the students to read it because some professor insisted that it was the most important book that we should read before we entered the university. My father didn't have the courage to object, so he just pretended that he read the book because the professor told him that it was the best book that he would ever"
Monica,Walker,monica.walker500@hotmail.com,amazon safety healthcare,"My coworkers were telling me that I should get paid more to do what I'm doing now, and some of my friends think that the hours are too crazy. But you know what? After hearing that story, I feel really lucky that I get to work with these amazing people that I don't want to be anywhere else. I hope it lasts! My friends who are teachers. I have several friends who are teachers, and I am so impressed with them every single day. I really feel blessed that they take the time to invest in their students, especially those who aren't performing up to"
Sabrina,Bradley,sabrina.bradley762@hotmail.com,amazon complaint union,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Dana,Brady,dana.brady817@apple.com,union safety due,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Cheryl,Boyd,cheryl.boyd883@outlook.com,complaint worker complaint,"Who is starting the union at amazon? Joan (from Appletree) runs a team of just five that works on app build system AMS. Joe (from Local Global) runs a team of 80 that builds apps for the Appletree Open Cloud Operating System. They all work in Amazon's corporate headquarters in Seattle. Today's meeting started with an inspirational talk about the history of Local Global's work on Appletree, followed by introductions, a short networking period, then the regular meeting."
Oliver,Gibbs,oliver.gibbs883@apple.com,due need help,"Yesterday I got a union pamphlet in the mail. It went something like this: Hello, My name is Gail Andris, and I am your union steward. My job is to help you learn about the union and all that we do. I am your voice in the union, and my job is to make sure you get what you deserve! Please help me to do this by showing up at your medical appointments! In return, I will be giving you a little gift, as a token of my gratitude! Did I get nothing from the quote? Did it even go on to explain what the gift was? No, I didn't."
Camille,Summers,camille.summers35@outlook.com,complaint help help,"What will Amazon do with our warehouse if we unionize? We still worry about what Amazon might do. We’ve had—over the years, we have had members whose identities were stolen from a file cabinet, with all their work history. And we’ve had union members who have had to go to court and prove that they are not union supporters, because they were fired for that. So, I mean, we have people whose careers have been destroyed by Amazon in this country. So, you know, we worry about what will happen, but we’ve been trying to organize there."
Matt,Maldonado,matt.maldonado463@apple.com,healthcare complaint union,"What will Amazon do with our warehouse if we unionize? We still worry about what Amazon might do. We’ve had—over the years, we have had members whose identities were stolen from a file cabinet, with all their work history. And we’ve had union members who have had to go to court and prove that they are not union supporters, because they were fired for that. So, I mean, we have people whose careers have been destroyed by Amazon in this country. So, you know, we worry about what will happen, but we’ve been trying to organize there."
Tammy,Watts,tammy.watts508@aol.com,amazon worker healthcare,"I've seen a lot of workers meeting after work, drinking too much, and sometimes being mean to each other. I've also seen too many families who don't have enough to eat. That just makes me sad for everyone. But this new policy just about kills me. While I want everyone to have a good working environment and good benefits, this is taking it a step too far. I think they are overreacting. All it would take is posting a policy that your employees aren't allowed to drink alcohol after work, or drink for hours on end."
Tara,Carlson,tara.carlson311@hotmail.com,help need complaint,"What will Amazon do with our warehouse if we unionize? We still worry about what Amazon might do. We’ve had—over the years, we have had members whose identities were stolen from a file cabinet, with all their work history. And we’ve had union members who have had to go to court and prove that they are not union supporters, because they were fired for that. So, I mean, we have people whose careers have been destroyed by Amazon in this country. So, you know, we worry about what will happen, but we’ve been trying to organize there."
Roger,Walsh,roger.walsh770@hotmail.com,help safety help,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Frances,Herrera,frances.herrera327@hotmail.com,amazon complaint healthcare,"What kind of benefits will the union bring to CUPW? O’Bryan: “As we all know, a union gives the workers a voice and power. It’s important to have that and to use it. We do not want to go back to the bad old days where employees were siloed and didn’t have any input.” Miller: “There are millions of dollars in arbitrations every year. Those are good money. … In the absence of a contract, if there is a strike or lockout, the arbitrator may allow employees to be absent from work. The employer has been saying that employers can’t let"
Veronica,Patterson,veronica.patterson252@hotmail.com,due safety help,"I've seen a lot of workers meeting after work, drinking too much, and sometimes being mean to each other. I've also seen too many families who don't have enough to eat. That just makes me sad for everyone. But this new policy just about kills me. While I want everyone to have a good working environment and good benefits, this is taking it a step too far. I think they are overreacting. All it would take is posting a policy that your employees aren't allowed to drink alcohol after work, or drink for hours on end."
Kim,Ortega,kim.ortega250@aol.com,complaint need help,"Hi, I have a question about my healthcare. What happens if I go to my dentist, my eye doctor or a specialist, and when it comes time to start paying out, they say ""no."" Do I have any recourse? If I go to a private doctor, and they say ""no,"" should I go back to the official state organization and argue?"
Salvatore,Elliott,salvatore.elliott274@gmail.com,healthcare overtime union,"Hello, I'm concerned about some labor organizing I've seen in the warehouse. I see that they have a very stringent time card system, where they dictate when and how many hours an employee can work. This scares me for several reasons. First of all, I don't know how well I'd be able to meet that time card system, let alone the pressure of potentially being fired for doing so. Secondly, the fact that they hold the time card system above everything else in the store concerns me. They have also established a uniform in my store that gives out points on the time card"
Joseph,Fitzgerald,joseph.fitzgerald241@hotmail.com,amazon need help,"Will I save in union dues if I’m with a team that has strong political voices and does things I agree with? Maybe. Or maybe not. But because I’m the one who has to pay for it, I’m quite confident that I’ll be supporting a political team that I believe in – it’s the most moral way to spend my money, and it’s also the only way to assure that I’m getting all of the benefit of political football without much of the risk. It also turns out that political football is like a lottery. The teams that pick up the most fans are the"
April,Lloyd,april.lloyd39@aol.com,amazon complaint help,"What kind of benefits will the union bring to CUPW? O’Bryan: “As we all know, a union gives the workers a voice and power. It’s important to have that and to use it. We do not want to go back to the bad old days where employees were siloed and didn’t have any input.” Miller: “There are millions of dollars in arbitrations every year. Those are good money. … In the absence of a contract, if there is a strike or lockout, the arbitrator may allow employees to be absent from work. The employer has been saying that employers can’t let"
Rachel,Austin,rachel.austin212@hotmail.com,help overtime complaint,"How much would union dues be? That's not for you to decide, not if you're a conservative. If you're a liberal, you might be taking a hit in the wallet because unions help raise the public - sector minimum wage. Read it as an attack on unions as a whole. The part of the op - ed that angered me the most was its rhetoric about privatization of health care. Again, it's not my decision to make, whether or not to privatize. There are some real problems with Medicare and Medicaid, but fixing those isn't up to the individual"
Rogelio,Reid,rogelio.reid397@hotmail.com,amazon help help,"I have been reading Karl Marx's Capital. My father told me that after I left home that he read Karl Marx's Capital when he was about 15 - 16 years old. He said that he hated Marx in college when the school forced the students to read it because some professor insisted that it was the most important book that we should read before we entered the university. My father didn't have the courage to object, so he just pretended that he read the book because the professor told him that it was the best book that he would ever"
Caroline,Riley,caroline.riley963@protonmail.com,complaint safety safety,"Will I save in union dues if I’m with a team that has strong political voices and does things I agree with? Maybe. Or maybe not. But because I’m the one who has to pay for it, I’m quite confident that I’ll be supporting a political team that I believe in – it’s the most moral way to spend my money, and it’s also the only way to assure that I’m getting all of the benefit of political football without much of the risk. It also turns out that political football is like a lottery. The teams that pick up the most fans are the"
Annie,Todd,annie.todd956@aol.com,due help safety,"Who is starting the union at amazon? Joan (from Appletree) runs a team of just five that works on app build system AMS. Joe (from Local Global) runs a team of 80 that builds apps for the Appletree Open Cloud Operating System. They all work in Amazon's corporate headquarters in Seattle. Today's meeting started with an inspirational talk about the history of Local Global's work on Appletree, followed by introductions, a short networking period, then the regular meeting."
Ben,Mendoza,ben.mendoza15@protonmail.com,amazon help due,"How much would union dues be? That's not for you to decide, not if you're a conservative. If you're a liberal, you might be taking a hit in the wallet because unions help raise the public - sector minimum wage. Read it as an attack on unions as a whole. The part of the op - ed that angered me the most was its rhetoric about privatization of health care. Again, it's not my decision to make, whether or not to privatize. There are some real problems with Medicare and Medicaid, but fixing those isn't up to the individual"
Andres,Dennis,andres.dennis155@apple.com,complaint complaint due,"I have been reading Karl Marx's Capital. My father told me that after I left home that he read Karl Marx's Capital when he was about 15 - 16 years old. He said that he hated Marx in college when the school forced the students to read it because some professor insisted that it was the most important book that we should read before we entered the university. My father didn't have the courage to object, so he just pretended that he read the book because the professor told him that it was the best book that he would ever"
Marcella,Alvarez,marcella.alvarez509@hotmail.com,amazon complaint safety,"Who is starting the union at amazon? Joan (from Appletree) runs a team of just five that works on app build system AMS. Joe (from Local Global) runs a team of 80 that builds apps for the Appletree Open Cloud Operating System. They all work in Amazon's corporate headquarters in Seattle. Today's meeting started with an inspirational talk about the history of Local Global's work on Appletree, followed by introductions, a short networking period, then the regular meeting."
Tomas,Payne,tomas.payne117@gmail.com,help help help,"What will Amazon do with our warehouse if we unionize? We still worry about what Amazon might do. We’ve had—over the years, we have had members whose identities were stolen from a file cabinet, with all their work history. And we’ve had union members who have had to go to court and prove that they are not union supporters, because they were fired for that. So, I mean, we have people whose careers have been destroyed by Amazon in this country. So, you know, we worry about what will happen, but we’ve been trying to organize there."
Elmer,Franklin,elmer.franklin755@hotmail.com,amazon complaint safety,"Will I save in union dues if I’m with a team that has strong political voices and does things I agree with? Maybe. Or maybe not. But because I’m the one who has to pay for it, I’m quite confident that I’ll be supporting a political team that I believe in – it’s the most moral way to spend my money, and it’s also the only way to assure that I’m getting all of the benefit of political football without much of the risk. It also turns out that political football is like a lottery. The teams that pick up the most fans are the"
Raul,Jordan,raul.jordan477@gmail.com,healthcare help safety,"Hello, I'm concerned about some labor organizing I've seen in the warehouse. I see that they have a very stringent time card system, where they dictate when and how many hours an employee can work. This scares me for several reasons. First of all, I don't know how well I'd be able to meet that time card system, let alone the pressure of potentially being fired for doing so. Secondly, the fact that they hold the time card system above everything else in the store concerns me. They have also established a uniform in my store that gives out points on the time card"
Colin,Perkins,colin.perkins737@outlook.com,healthcare help healthcare,"I'm concerned that the union authorization card that they are giving us, will have the full weight of the California courts behind it and it will be hard to recover from any wrong doing. I'd like to be able to believe that one, but the class action suits that have recently come out against Kodak would be very hard for an employer like BAE to fight. I just hate the fact that I was so happy with this place, only to find out I'm not so happy with it after all. When you look up the definition of the word ""heart,"" you get a whole new meaning."
Jermaine,Kim,jermaine.kim858@gmail.com,help complaint complaint,"Yesterday I got a union pamphlet in the mail. It went something like this: Hello, My name is Gail Andris, and I am your union steward. My job is to help you learn about the union and all that we do. I am your voice in the union, and my job is to make sure you get what you deserve! Please help me to do this by showing up at your medical appointments! In return, I will be giving you a little gift, as a token of my gratitude! Did I get nothing from the quote? Did it even go on to explain what the gift was? No, I didn't."
Maureen,Roberson,maureen.roberson424@protonmail.com,due worker healthcare,"Did you see about the Google Union? As you know, the Alphabet conglomerate has a reputation for being a bit cheap. Every now and then, the unions come together to push for better working conditions for their workers. Most of these initiatives are unsuccessful but occasionally a fight is won. The only serious change that I know of so far has been an eight-hour day. Google workers came together at lunchtime today for a rally against overworking and unhealthy working conditions at Google."
Lena,Scott,lena.scott355@protonmail.com,healthcare overtime healthcare,"Did you see about the Google Union? As you know, the Alphabet conglomerate has a reputation for being a bit cheap. Every now and then, the unions come together to push for better working conditions for their workers. Most of these initiatives are unsuccessful but occasionally a fight is won. The only serious change that I know of so far has been an eight-hour day. Google workers came together at lunchtime today for a rally against overworking and unhealthy working conditions at Google."
Jo,Bass,jo.bass804@outlook.com,union complaint union,"Will I need to pay union dues if I want to belong to this club? What if the union falls? What if a Republican becomes president? Even if these things do not happen, if I give up on trying to stop these things from happening, am I still entitled to a share of the gains they produce? Or, am I entitled to none of it? The New Testament tells us of a time when the promise of the resurrection was not true. The chief priests and scribes had bought and sold Jesus to the highest bidder. He was not a Messiah they could depend on."
Pedro,Pittman,pedro.pittman219@outlook.com,help safety complaint,"Yesterday I got a union pamphlet in the mail. It went something like this: Hello, My name is Gail Andris, and I am your union steward. My job is to help you learn about the union and all that we do. I am your voice in the union, and my job is to make sure you get what you deserve! Please help me to do this by showing up at your medical appointments! In return, I will be giving you a little gift, as a token of my gratitude! Did I get nothing from the quote? Did it even go on to explain what the gift was? No, I didn't."
Charlene,Mendez,charlene.mendez386@aol.com,amazon worker healthcare,"I have been reading Karl Marx's Capital. My father told me that after I left home that he read Karl Marx's Capital when he was about 15 - 16 years old. He said that he hated Marx in college when the school forced the students to read it because some professor insisted that it was the most important book that we should read before we entered the university. My father didn't have the courage to object, so he just pretended that he read the book because the professor told him that it was the best book that he would ever"
Clark,Cain,clark.cain907@apple.com,due help complaint,"Who is starting the union at amazon? Joan (from Appletree) runs a team of just five that works on app build system AMS. Joe (from Local Global) runs a team of 80 that builds apps for the Appletree Open Cloud Operating System. They all work in Amazon's corporate headquarters in Seattle. Today's meeting started with an inspirational talk about the history of Local Global's work on Appletree, followed by introductions, a short networking period, then the regular meeting."
Connie,Norton,connie.norton286@protonmail.com,due complaint healthcare,"Hello, I'm concerned about some labor organizing I've seen in the warehouse. I see that they have a very stringent time card system, where they dictate when and how many hours an employee can work. This scares me for several reasons. First of all, I don't know how well I'd be able to meet that time card system, let alone the pressure of potentially being fired for doing so. Secondly, the fact that they hold the time card system above everything else in the store concerns me. They have also established a uniform in my store that gives out points on the time card"
Adrienne,Griffith,adrienne.griffith794@protonmail.com,help complaint healthcare,"I'm concerned that the union authorization card that they are giving us, will have the full weight of the California courts behind it and it will be hard to recover from any wrong doing. I'd like to be able to believe that one, but the class action suits that have recently come out against Kodak would be very hard for an employer like BAE to fight. I just hate the fact that I was so happy with this place, only to find out I'm not so happy with it after all. When you look up the definition of the word ""heart,"" you get a whole new meaning."
Valerie,Freeman,valerie.freeman177@gmail.com,complaint need union,"Will I need to pay union dues if I want to belong to this club? What if the union falls? What if a Republican becomes president? Even if these things do not happen, if I give up on trying to stop these things from happening, am I still entitled to a share of the gains they produce? Or, am I entitled to none of it? The New Testament tells us of a time when the promise of the resurrection was not true. The chief priests and scribes had bought and sold Jesus to the highest bidder. He was not a Messiah they could depend on."
Warren,Webb,warren.webb145@aol.com,union complaint due,"Yesterday I got a union pamphlet in the mail. It went something like this: Hello, My name is Gail Andris, and I am your union steward. My job is to help you learn about the union and all that we do. I am your voice in the union, and my job is to make sure you get what you deserve! Please help me to do this by showing up at your medical appointments! In return, I will be giving you a little gift, as a token of my gratitude! Did I get nothing from the quote? Did it even go on to explain what the gift was? No, I didn't."
Chester,Stone,chester.stone70@protonmail.com,amazon worker complaint,"Can the union help me if I go out for a job where I'm not in the union? You have the right to choose which union to join. The decision to affiliate is an economic one. Many unions offer signing bonuses, recognition, and discounts. Some even have job protections, healthcare benefits, and paid holidays. Learn more about unions and their role in the working world in our guide to unions. What do unions do? Unions do everything from negotiating wages and working conditions to providing health benefits and workplace"
Ian,Quinn,ian.quinn400@outlook.com,help need safety,"Will I need to pay union dues if I want to belong to this club? What if the union falls? What if a Republican becomes president? Even if these things do not happen, if I give up on trying to stop these things from happening, am I still entitled to a share of the gains they produce? Or, am I entitled to none of it? The New Testament tells us of a time when the promise of the resurrection was not true. The chief priests and scribes had bought and sold Jesus to the highest bidder. He was not a Messiah they could depend on."
